gene_name,entrezID
MFSD13A,79847
MFSD5,84975
MFSD6,54842
MFSD9,84804
MGA,23269
MGAM,8972
MGAM2,93432
MGAT1,4245
MGAT2,4247
MGAT3,4248
MGAT4A,11320
MGAT4B,11282
MGAT4C,25834
MGAT5,4249
MGC4859,79150
MGLL,11343
MGMT,4255
MGP,4256
MGRN1,23295
MGST2,4258
MGST3,4259
MIA,8190
MIA2,4253
MICAL1,64780
MICAL2,9645
MICAL3,57553
MICALL1,85377
MICALL2,79778
MICB,4277
MICU1,10367
MICU2,221154
MID1,4281
MID1IP1,58526
MID2,11043
MIEF1,54471
MIER2,54531
MIF,4282
MIIP,60672
MILR1,284021
MINAR1,23251
MINDY1,55793
MINDY2,54629
MINDY3,80013
MINK1,50488
MINPP1,9562
MIOS,54468
MIP,4284
MIPEP,4285
MIR124-1HG,157627
MIR21,406991
MIR22HG,84981
MIR600HG,81571
MIR9-1HG,10485
MIS12,79003
MIS18A,54069
MIS18BP1,55320
MISP,126353
MITF,4286
MKI67,4288
MKKS,8195
MKLN1,4289
MKNK1,8569
MKNK2,2872
MKRN1,23608
MKRN2,23609
MKRN3,7681
MKS1,54903
MLANA,2315
MLC1,23209
MLEC,9761
MLF1,4291
MLF2,8079
MLH1,4292
MLH3,27030
MLLT1,4298
MLLT10,8028
MLLT11,10962
MLLT3,4300
MLN,4295
MLNR,2862
MLPH,79083
MLST8,64223
MLX,6945
MLXIP,22877
MLXIPL,51085
MLYCD,23417
MMACHC,25974
MMADHC,27249
MMD,23531
MME,4311
MMP1,4312
MMP10,4319
MMP11,4320
MMP12,4321
MMP13,4322
MMP14,4323
MMP15,4324
MMP16,4325
MMP17,4326
MMP19,4327
MMP2,4313
MMP20,9313
MMP23B,8510
MMP24,10893
MMP25,64386
MMP26,56547
MMP27,64066
MMP28,79148
MMP3,4314
MMP7,4316
MMP8,4317
MMP9,4318
MMRN1,22915
MMRN2,79812
MMS19,64210
MMUT,4594
MN1,4330
MNAT1,4331
MNDA,4332
MNS1,55329
MNT,4335
MNX1,3110
MOAP1,64112
MOB1A,55233
MOB3B,79817
MOB4,25843
MOBP,4336
MOCOS,55034
MOCS1,4337
MOCS2,4338
MOCS3,27304
MOG,4340
MOGAT2,80168
MOGS,7841
MOK,5891
MON1B,22879
MON2,23041
MORC1,27136
MORC2,22880
MORC3,23515
MORC4,79710
MORF4L1,10933
MORF4L2,9643
MORN1,79906
MOS,4342
MOSPD1,56180
MOSPD2,158747
MOSPD3,64598
MOXD1,26002
MPC1,51660
MPC2,25874
MPDU1,9526
MPDZ,8777
MPG,4350
MPHOSPH10,10199
MPHOSPH6,10200
MPHOSPH8,54737
MPHOSPH9,10198
MPI,4351
MPIG6B,80739
MPL,4352
MPO,4353
MPP1,4354
MPP2,4355
MPP3,4356
MPPE1,65258
MPPED1,758
MPPED2,744
MPRIP,23164
MPST,4357
MPV17,4358
MPZ,4359
MPZL1,9019
MPZL2,10205
MR1,3140
MRAS,22808
MRC2,9902
MRE11,4361
MREG,55686
MRFAP1L1,114932
MRGBP,55257
MRM1,79922
MRM2,29960
MRM3,55178
MRNIP,51149
MROH7,374977
MROH9,80133
MRPL11,65003
MRPL12,6182
MRPL13,28998
MRPL15,29088
MRPL16,54948
MRPL17,63875
MRPL18,29074
MRPL19,9801
MRPL2,51069
MRPL20,55052
MRPL22,29093
MRPL23,6150
MRPL24,79590
MRPL28,10573
MRPL3,11222
MRPL33,9553
MRPL34,64981
MRPL35,51318
MRPL39,54148
MRPL4,51073
MRPL40,64976
MRPL41,64975
MRPL42,28977
MRPL44,65080
MRPL46,26589
MRPL48,51642
MRPL49,740
MRPL52,122704
MRPL57,78988
MRPL58,3396
MRPL9,65005
MRPS10,55173
MRPS11,64963
MRPS12,6183
MRPS14,63931
MRPS15,64960
MRPS16,51021
MRPS17,51373
MRPS18A,55168
MRPS18B,28973
MRPS18C,51023
MRPS2,51116
MRPS22,56945
MRPS27,23107
MRPS28,28957
MRPS30,10884
MRPS31,10240
MRPS33,51650
MRPS34,65993
MRPS35,60488
MRPS6,64968
MRPS7,51081
MRS2,57380
MRTFA,57591
MRTFB,57496
MRTO4,51154
MS4A1,931
MS4A12,54860
MS4A2,2206
MS4A3,932
MS4A4A,51338
MS4A5,64232
MS4A6A,64231
MSANTD2,79684
MSC,9242
MSH2,4436
MSH3,4437
MSH4,4438
MSH5,4439
MSH6,2956
MSI1,4440
MSL1,339287
MSL2,55167
MSL3,10943
MSLN,10232
MSMB,4477
MSMO1,6307
MSN,4478
MSR1,4481
MSRA,4482
MSRB1,51734
MSRB2,22921
MST1,4485
MST1R,4486
MSTN,2660
MSTO1,55154
MSX1,4487
MSX2,4488
MT1E,4493
MT1F,4494
MT1G,4495
MT1H,4496
MT1M,4499
MT1X,4501
MT2A,4502
MT3,4504
MT4,84560
MTA1,9112
MTA2,9219
MTAP,4507
MTARC1,64757
MTARC2,54996
MTCH1,23787
MTCH2,23788
MTCL1,23255
MTCP1,4515
MTDH,92140
MTERF1,7978
MTERF3,51001
MTERF4,130916
MTF1,4520
MTF2,22823
MTFR1,9650
MTG1,92170
MTHFD1,4522
MTHFD2,10797
MTHFD2L,441024
MTHFR,4524
MTHFS,10588
MTHFSD,64779
MTIF2,4528
MTM1,4534
MTMR1,8776
MTMR10,54893
MTMR11,10903
MTMR12,54545
MTMR14,64419
MTMR2,8898
MTMR3,8897
MTMR4,9110
MTMR6,9107
MTMR7,9108
MTMR8,55613
MTMR9,66036
MTNR1A,4543
MTNR1B,4544
MTO1,25821
MTOR,2475
MTPAP,55149
MTR,4548
MTREX,23517
MTRF1,9617
MTRF1L,54516
MTRR,4552
MTSS1,9788
MTSS2,92154
MTUS1,57509
MTUS2,23281
MTX1,4580
MTX2,10651
MUC1,4582
MUC13,56667
MUC16,94025
MUC2,4583
MUC3A,4584
MUC4,4585
MUC5AC,4586
MUC6,4588
MUC7,4589
MUL1,79594
MUS81,80198
MUSK,4593
MUTYH,4595
MVB12B,89853
MVD,4597
MVK,4598
MVP,9961
MX1,4599
MX2,4600
MXD1,4084
MXD3,83463
MXD4,10608
MXI1,4601
MXRA5,25878
MXRA7,439921
MXRA8,54587
MYB,4602
MYBBP1A,10514
MYBL1,4603
MYBL2,4605
MYBPC1,4604
MYBPC2,4606
MYBPC3,4607
MYBPH,4608
MYC,4609
MYCBP,26292
MYCBP2,23077
MYCL,4610
MYCN,4613
MYCNOS,10408
MYCT1,80177
MYD88,4615
MYDGF,56005
MYEF2,50804
MYF5,4617
MYF6,4618
MYG1,60314
MYH1,4619
MYH10,4628
MYH11,4629
MYH13,8735
MYH14,79784
MYH15,22989
MYH2,4620
MYH3,4621
MYH4,4622
MYH6,4624
MYH7,4625
MYH7B,57644
MYH8,4626
MYH9,4627
MYL1,4632
MYL10,93408
MYL11,29895
MYL12A,10627
MYL12B,103910
MYL2,4633
MYL3,4634
MYL4,4635
MYL5,4636
MYL6,4637
MYL6B,140465
MYL7,58498
MYL9,10398
MYLIP,29116
MYLK,4638
MYNN,55892
MYO10,4651
MYO15A,51168
MYO15B,80022
MYO16,23026
MYO18A,399687
MYO19,80179
MYO1A,4640
MYO1B,4430
MYO1C,4641
MYO1D,4642
MYO1E,4643
MYO1F,4542
MYO3A,53904
MYO5A,4644
MYO5C,55930
MYO6,4646
MYO7A,4647
MYO7B,4648
MYO9A,4649
MYO9B,4650
MYOC,4653
MYOD1,4654
MYOF,26509
MYOG,4656
MYOM1,8736
MYOM2,9172
MYOT,9499
MYOZ1,58529
MYOZ2,51778
MYOZ3,91977
MYRF,745
MYRIP,25924
MYT1,4661
MYT1L,23040
MZB1,51237
MZF1,7593
MZT2B,80097
N4BP1,9683
N4BP2L1,90634
N4BP2L2,10443
N4BP2L2-IT2,116828
N4BP3,23138
N6AMT1,29104
NAA10,8260
NAA11,84779
NAA15,80155
NAA16,79612
NAA35,60560
NAA40,79829
NAA50,80218
NAA60,79903
NAA80,24142
NAAA,27163
NAALAD2,10003
NAALADL1,10004
NAB1,4664
NAB2,4665
NABP1,64859
NABP2,79035
NACA,4666
NACA2,342538
NACAD,23148
NADK,65220
NADSYN1,55191
NAE1,8883
NAGA,4668
NAGK,55577
NAGLU,4669
NAGPA,51172
NAIP,4671
NALF2,27112
NAMPT,10135
NANOG,79923
NANS,54187
NAP1L1,4673
NAP1L2,4674
NAP1L3,4675
NAP1L4,4676
NAPA,8775
NAPG,8774
NARF,26502
NARS1,4677
NARS2,79731
NASP,4678
NAT1,9
NAT10,55226
NAT2,10
NAT8,9027
NAT9,26151
NAV1,89796
NAV2,89797
NAV3,89795
NAXD,55739
NBAS,51594
NBEA,26960
NBEAL2,23218
NBL1,4681
NBN,4683
NBPF11,200030
NBPF15,284565
NBR1,4077
NBR2,10230
NCALD,83988
NCAM1,4684
NCAM2,4685
NCAN,1463
NCAPD2,9918
NCAPD3,23310
NCAPG,64151
NCAPG2,54892
NCAPH,23397
NCAPH2,29781
NCBP1,4686
NCBP2,22916
NCBP3,55421
NCDN,23154
NCF2,4688
NCF4,4689
NCK1,4690
NCK2,8440
NCKAP1,10787
NCKAP1L,3071
NCKIPSD,51517
NCL,4691
NCLN,56926
NCOA1,8648
NCOA2,10499
NCOA3,8202
NCOA4,8031
NCOA6,23054
NCOR1,9611
NCOR2,9612
NCR1,9437
NCR2,9436
NCR3,259197
NCS1,23413
NCSTN,23385
NDC1,55706
NDC80,10403
NDE1,54820
NDEL1,81565
NDFIP1,80762
NDN,4692
NDNF,79625
NDOR1,27158
NDP,4693
NDRG1,10397
NDRG2,57447
NDRG3,57446
NDRG4,65009
NDST1,3340
NDST2,8509
NDST3,9348
NDST4,64579
NDUFA1,4694
NDUFA10,4705
NDUFA13,51079
NDUFA2,4695
NDUFA3,4696
NDUFA4,4697
NDUFA4L2,56901
NDUFA5,4698
NDUFA6,4700
NDUFA7,4701
NDUFA8,4702
NDUFA9,4704
NDUFAB1,4706
NDUFAF1,51103
NDUFAF3,25915
NDUFAF4,29078
NDUFAF7,55471
NDUFB1,4707
NDUFB11,54539
NDUFB2,4708
NDUFB3,4709
NDUFB4,4710
NDUFB5,4711
NDUFB6,4712
NDUFB7,4713
NDUFB8,4714
NDUFC1,4717
NDUFC2,4718
NDUFS1,4719
NDUFS2,4720
NDUFS3,4722
NDUFS4,4724
NDUFS5,4725
NDUFS6,4726
NDUFS7,374291
NDUFS8,4728
NDUFV1,4723
NDUFV2,4729
NEB,4703
NEBL,10529
NECAB2,54550
NECAB3,63941
NECAP1,25977
NECAP2,55707
NECTIN1,5818
NECTIN2,5819
NECTIN3,25945
NEDD4,4734
NEDD4L,23327
NEDD8,4738
NEDD9,4739
NEFH,4744
NEFL,4747
NEFM,4741
NEIL1,79661
NEIL3,55247
NEK1,4750
NEK11,79858
NEK2,4751
NEK3,4752
NEK4,6787
NEK7,140609
NEK9,91754
NELFA,7469
NELFB,25920
NELFCD,51497
NELFE,7936
NELL1,4745
NELL2,4753
NEMF,9147
NEMP1,23306
NENF,29937
NEO1,4756
NES,10763
NET1,10276
NETO2,81831
NEU1,4758
NEU2,4759
NEU3,10825
NEURL1,9148
NEUROD1,4760
NEUROD2,4761
NEUROD4,58158
NEUROD6,63974
NEUROG1,4762
NEUROG2,63973
NEUROG3,50674
NEXN,91624
NF1,4763
NF2,4771
NFASC,23114
NFAT5,10725
NFATC1,4772
NFATC2IP,84901
NFATC3,4775
NFATC4,4776
NFE2,4778
NFE2L1,4779
NFE2L2,4780
NFE2L3,9603
NFIB,4781
NFIC,4782
NFIL3,4783
NFIX,4784
NFKB1,4790
NFKB2,4791
NFKBIA,4792
NFKBIB,4793
NFKBIE,4794
NFKBIL1,4795
NFRKB,4798
NFS1,9054
NFU1,27247
NFX1,4799
NFYA,4800
NFYB,4801
NFYC,4802
NGB,58157
NGDN,25983
NGF,4803
NGFR,4804
NGLY1,55768
NGRN,51335
NHEJ1,79840
NHLH1,4807
NHLH2,4808
NHLRC2,374354
NHP2,55651
NIBAN1,116496
NID1,4811
NID2,22795
NIF3L1,60491
NIN,51199
NINJ1,4814
NINJ2,4815
NINL,22981
NIP7,51388
NIPA2,81614
NIPAL2,79815
NIPAL3,57185
NIPBL,25836
NIPSNAP1,8508
NIPSNAP2,2631
NIPSNAP3B,55335
NISCH,11188
NIT1,4817
NIT2,56954
NKAIN1,79570
NKAPD1,55216
NKG7,4818
NKIRAS2,28511
NKRF,55922
NKTR,4820
NKX2-1,7080
NKX2-2,4821
NKX2-5,1482
NKX2-8,26257
NKX3-1,4824
NKX3-2,579
NKX6-1,4825
NLE1,54475
NLGN1,22871
NLGN3,54413
NLGN4X,57502
NLGN4Y,22829
NLK,51701
NLRP1,22861
NLRP2,55655
NLRP3,114548
NLRX1,79671
NMB,4828
NMBR,4829
NMD3,51068
NME1,4830
NME2,4831
NME3,4832
NME4,4833
NME5,8382
NME6,10201
NME7,29922
NME8,51314
NMI,9111
NMNAT2,23057
NMRK1,54981
NMRK2,27231
NMT1,4836
NMT2,9397
NMU,10874
NMUR1,10316
NNAT,4826
NNMT,4837
NNT,23530
NOC2L,26155
NOC3L,64318
NOC4L,79050
NOCT,25819
NOD1,10392
NOD2,64127
NOL10,79954
NOL11,25926
NOL12,79159
NOL3,8996
NOL4,8715
NOL6,65083
NOL7,51406
NOL8,55035
NOL9,79707
NOLC1,9221
NOMO1,23420
NOMO2,283820
NONO,4841
NOP10,55505
NOP14,8602
NOP16,51491
NOP2,4839
NOP53,29997
NOP56,10528
NOS1,4842
NOS1AP,9722
NOS2,4843
NOS3,4846
NOSIP,51070
NOTCH1,4851
NOTCH2,4853
NOTCH2NLA,388677
NOTCH3,4854
NOTCH4,4855
NOVA1,4857
NOVA2,4858
NOX1,27035
NOX3,50508
NOX4,50507
NOX5,79400
NPAP1,23742
NPAS1,4861
NPAS2,4862
NPAS3,64067
NPAT,4863
NPBWR2,2832
NPC1,4864
NPC1L1,29881
NPC2,10577
NPDC1,56654
NPEPL1,79716
NPEPPS,9520
NPEPPSP1,440434
NPFF,8620
NPFFR1,64106
NPHP1,4867
NPHP4,261734
NPHS1,4868
NPHS2,7827
NPIPB3,23117
NPIPB4,440345
NPIPB7,440350
NPL,80896
NPLOC4,55666
NPM1,4869
NPM3,10360
NPPA,4878
NPPB,4879
NPPC,4880
NPR1,4881
NPR2,4882
NPR3,4883
NPRL2,10641
NPRL3,8131
NPTN,27020
NPTX1,4884
NPTX2,4885
NPTXR,23467
NPVF,64111
NPY,4852
NPY1R,4886
NPY2R,4887
NPY4R,5540
NPY5R,4889
NPY6R,4888
NQO1,1728
NQO2,4835
NR0B1,190
NR0B2,8431
NR1D2,9975
NR1H2,7376
NR1H3,10062
NR1H4,9971
NR1I2,8856
NR1I3,9970
NR2C1,7181
NR2C2,7182
NR2E1,7101
NR2E3,10002
NR2F1,7025
NR2F2,7026
NR2F6,2063
NR3C1,2908
NR3C2,4306
NR4A1,3164
NR4A2,4929
NR4A3,8013
NR5A1,2516
NR5A2,2494
NR6A1,2649
NRAP,4892
NRAS,4893
NRBF2,29982
NRBP1,29959
NRCAM,4897
NRDC,4898
NRDE2,55051
NREP,9315
NRF1,4899
NRG1,3084
NRG2,9542
NRGN,4900
NRIP1,8204
NRIP2,83714
NRIP3,56675
NRL,4901
NRN1,51299
NRP1,8829
NRP2,8828
NRSN2,80023
NRTN,4902
NRXN1,9378
NRXN2,9379
NRXN3,9369
NSA2,10412
NSD1,64324
NSD2,7468
NSD3,54904
NSDHL,50814
NSF,4905
NSFL1C,55968
NSG1,27065
NSG2,51617
NSL1,25936
NSMAF,8439
NSMCE2,286053
NSMCE4A,54780
NSMF,26012
NSUN3,63899
NSUN5,55695
NSUN5P2,260294
NSUN6,221078
NSUN7,79730
NT5C,30833
NT5C2,22978
NT5DC2,64943
NT5DC3,51559
NT5E,4907
NT5M,56953
NTAN1,123803
NTAQ1,55093
NTF3,4908
NTHL1,4913
NTM,50863
NTN1,9423
NTN3,4917
NTNG1,22854
NTRK1,4914
NTRK2,4915
NTRK3,4916
NTS,4922
NTSR1,4923
NTSR2,23620
NUAK1,9891
NUBP1,4682
NUBP2,10101
NUBPL,80224
NUCB1,4924
NUCB2,4925
NUCKS1,64710
NUDC,10726
NUDCD3,23386
NUDT1,4521
NUDT11,55190
NUDT13,25961
NUDT15,55270
NUDT18,79873
NUDT2,318
NUDT21,11051
NUDT3,11165
NUDT4,11163
NUDT6,11162
NUDT7,283927
NUDT9,53343
NUFIP1,26747
NUMA1,4926
NUMB,8650
NUP107,57122
NUP133,55746
NUP153,9972
NUP155,9631
NUP160,23279
NUP188,23511
NUP205,23165
NUP210,23225
NUP214,8021
NUP37,79023
NUP42,11097
NUP43,348995
NUP50,10762
NUP54,53371
NUP58,9818
NUP62,23636
NUP62CL,54830
NUP85,79902
NUP88,4927
NUP93,9688
NUP98,4928
NUPR1,26471
NUSAP1,51203
NUTF2,10204
NVL,4931
NXF1,10482
NXF2,56001
NXF3,56000
NXN,64359
NXPE3,91775
NXPE4,54827
NXPH3,11248
NXPH4,11247
NXT1,29107
NXT2,55916
NYNRIN,57523
NYX,60506
OARD1,221443
OAS1,4938
OAS2,4939
OAS3,4940
OASL,8638
OAT,4942
OAZ1,4946
OAZ2,4947
OAZ3,51686
OBI1,79596
OBP2A,29991
OBP2B,29989
OBSCN,84033
OBSL1,23363
OCA2,4948
OCEL1,79629
OCM2,4951
OCRL,4952
ODAD2,55130
ODAM,54959
ODC1,4953
ODF1,4956
ODF2,4957
ODR4,54953
OFD1,8481
OGA,10724
OGDH,4967
OGDHL,55753
OGFOD1,55239
OGFOD2,79676
OGFOD3,79701
OGFR,11054
OGFRL1,79627
OGG1,4968
OGN,4969
OGT,8473
OIP5,11339
OLA1,29789
OLAH,55301
OLFM1,10439
OLFM4,10562
OLFML1,283298
OLFML2A,169611
OLFML2B,25903
OLFML3,56944
OLIG2,10215
OLR1,4973
OMD,4958
OMG,4974
OMP,4975
ONECUT1,3175
ONECUT2,9480
OPA1,4976
OPA3,80207
OPCML,4978
OPHN1,4983
OPLAH,26873
OPN1MW,2652
OPN1SW,611
OPN3,23596
OPRD1,4985
OPRK1,4986
OPRL1,4987
OPRM1,4988
OPRPN,58503
OPTN,10133
OR10C1,442194
OR10H1,26539
OR10H2,26538
OR10H3,26532
OR10J1,26476
OR11A1,26531
OR12D2,26529
OR12D3,81797
OR1A1,8383
OR1A2,26189
OR1D2,4991
OR1E1,8387
OR1F1,4992
OR1F2P,26184
OR1G1,8390
OR2A20P,401428
OR2B2,81697
OR2B6,26212
OR2C1,4993
OR2F1,26211
OR2F2,135948
OR2H1,26716
OR2H2,7932
OR2J2,26707
OR2J3,442186
OR2S2,56656
OR2W1,26692
OR3A1,4994
OR3A2,4995
OR3A3,8392
OR4F21,441308
OR51E2,81285
OR52A1,23538
OR5I1,10798
OR5V1,81696
OR6A2,8590
OR7A10,390892
OR7A17,26333
OR7A5,26659
OR7C1,26664
OR7C2,26658
OR7E24,26648
OR7E47P,26628
ORAI2,80228
ORAI3,93129
ORC1,4998
ORC2,4999
ORC3,23595
ORC4,5000
ORC5,5001
ORC6,23594
ORM1,5004
ORM2,5005
ORMDL2,29095
OS9,10956
OSBP,5007
OSBP2,23762
OSBPL10,114884
OSBPL11,114885
OSBPL1A,114876
OSBPL2,9885
OSBPL3,26031
OSBPL7,114881
OSBPL8,114882
OSBPL9,114883
OSER1,51526
OSGEP,55644
OSGEPL1,64172
OSGIN1,29948
OSGIN2,734
OSM,5008
OSMR,9180
OSR2,116039
OSTF1,26578
OSTM1,28962
OTC,5009
OTOF,9381
OTOR,56914
OTUB1,55611
OTUB2,78990
OTUD3,23252
OTUD4,54726
OTUD7B,56957
OTULINL,54491
OVCA2,124641
OVGP1,5016
OVOL1,5017
OVOL2,58495
OXA1L,5018
OXCT1,5019
OXCT2,64064
OXLD1,339229
OXR1,55074
OXSM,54995
OXSR1,9943
OXT,5020
OXTR,5021
P2RX1,5023
P2RX2,22953
P2RX3,5024
P2RX4,5025
P2RX5,5026
P2RX6,9127
P2RX7,5027
P2RY1,5028
P2RY10,27334
P2RY11,5032
P2RY13,53829
P2RY14,9934
P2RY2,5029
P2RY4,5030
P2RY6,5031
P3H1,64175
P3H2,55214
P3H3,10536
P3H4,10609
P4HA1,5033
P4HA2,8974
P4HB,5034
P4HTM,54681
PA2G4,5036
PAAF1,80227
PABPC1,26986
PABPC3,5042
PABPC4,8761
PABPN1,8106
PACC1,55248
PACRG,135138
PACRGL,133015
PACS1,55690
PACS2,23241
PACSIN2,11252
PACSIN3,29763
PADI1,29943
PADI2,11240
PADI3,51702
PADI4,23569
PAEP,5047
PAF1,54623
PAFAH1B1,5048
PAFAH1B2,5049
PAFAH1B3,5050
PAFAH2,5051
PAGE1,8712
PAGE4,9506
PAGR1,79447
PAH,5053
PAICS,10606
PAIP1,10605
PAIP2B,400961
PAK1,5058
PAK1IP1,55003
PAK2,5062
PAK3,5063
PAK4,10298
PAK5,57144
PAK6,56924
PALB2,79728
PALLD,23022
PALM,5064
PALM2AKAP2,445815
PALMD,54873
PALS1,64398
PALS2,51678
PAM,5066
PAM16,51025
PAMR1,25891
PAN2,9924
PANK2,80025
PANK3,79646
PANK4,55229
PANX1,24145
PAOX,196743
PAPOLA,10914
PAPOLB,56903
PAPOLG,64895
PAPPA,5069
PAPPA2,60676
PAPSS1,9061
PAPSS2,9060
PAQR3,152559
PAQR4,124222
PAQR5,54852
PAQR6,79957
PARD3,56288
PARD6A,50855
PARD6B,84612
PARG,8505
PARK7,11315
PARL,55486
PARM1,25849
PARN,5073
PARP1,142
PARP11,57097
PARP12,64761
PARP16,54956
PARP2,10038
PARP3,10039
PARP4,143
PARP6,56965
PARP8,79668
PARPBP,55010
PART1,25859
PARVA,55742
PARVB,29780
PASK,23178
PATJ,10207
PATZ1,23598
PAWR,5074
PAX1,5075
PAX2,5076
PAX3,5077
PAX4,5078
PAX5,5079
PAX6,5080
PAX7,5081
PAX8,7849
PAX9,5083
PAXBP1,94104
PAXIP1,22976
PBK,55872
PBLD,64081
PBOV1,59351
PBRM1,55193
PBX1,5087
PBX2,5089
PBX3,5090
PBXIP1,57326
PC,5091
PCBD1,5092
PCBP1,5093
PCBP2,5094
PCBP3,54039
PCBP4,57060
PCCA,5095
PCCB,5096
PCDH1,5097
PCDH11X,27328
PCDH11Y,83259
PCDH12,51294
PCDH17,27253
PCDH7,5099
PCDH8,5100
PCDH9,5101
PCDHA10,56139
PCDHA2,56146
PCDHA3,56145
PCDHA5,56143
PCDHA6,56142
PCDHA9,9752
PCDHAC2,56134
PCDHB1,29930
PCDHB11,56125
PCDHB12,56124
PCDHB13,56123
PCDHB3,56132
PCDHB6,56130
PCDHB8,56128
PCDHGA1,56114
PCDHGA10,56106
PCDHGA11,56105
PCDHGA12,26025
PCDHGA3,56112
PCDHGA9,56107
PCDHGB4,8641
PCDHGB5,56101
PCDHGB6,56100
PCDHGC3,5098
PCF11,51585
PCGF1,84759
PCGF2,7703
PCGF3,10336
PCID2,55795
PCIF1,63935
PCK1,5105
PCK2,5106
PCLAF,9768
PCLO,27445
PCM1,5108
PCMT1,5110
PCMTD2,55251
PCNA,5111
PCNP,57092
PCNT,5116
PCNX1,22990
PCNX2,80003
PCNX4,64430
PCOLCE,5118
PCOLCE2,26577
PCOTH,542767
PCP4,5121
PCSK1,5122
PCSK1N,27344
PCSK2,5126
PCSK5,5125
PCSK6,5046
PCSK7,9159
PCTP,58488
PCYOX1,51449
PCYOX1L,78991
PCYT1A,5130
PCYT1B,9468
PCYT2,5833
PDAP1,11333
PDC,5132
PDCD1,5133
PDCD10,11235
PDCD11,22984
PDCD1LG2,80380
PDCD2,5134
PDCD4,27250
PDCD5,9141
PDCD6,10016
PDCD6IP,10015
PDCL,5082
PDE10A,10846
PDE11A,50940
PDE12,201626
PDE1A,5136
PDE1B,5153
PDE1C,5137
PDE2A,5138
PDE3A,5139
PDE3B,5140
PDE4A,5141
PDE4B,5142
PDE4C,5143
PDE4D,5144
PDE4DIP,9659
PDE5A,8654
PDE6A,5145
PDE6B,5158
PDE6C,5146
PDE6D,5147
PDE6G,5148
PDE6H,5149
PDE7B,27115
PDE8A,5151
PDE8B,8622
PDE9A,5152
PDF,64146
PDGFA,5154
PDGFB,5155
PDGFC,56034
PDGFD,80310
PDGFRA,5156
PDGFRB,5159
PDGFRL,5157
PDHA1,5160
PDHA2,5161
PDHB,5162
PDHX,8050
PDIA2,64714
PDIA3,2923
PDIA4,9601
PDIA5,10954
PDIA6,10130
PDK1,5163
PDK2,5164
PDK3,5165
PDK4,5166
PDLIM1,9124
PDLIM2,64236
PDLIM3,27295
PDLIM4,8572
PDLIM5,10611
PDLIM7,9260
PDP1,54704
PDPK1,5170
PDPN,10630
PDPR,55066
PDS5A,23244
PDS5B,23047
PDSS1,23590
PDSS2,57107
PDX1,3651
PDXDC1,23042
PDXDC2P-NPIPB14P,283970
PDXK,8566
PDYN,5173
PDZD2,23037
PDZD3,79849
PDZD7,79955
PDZK1,5174
PDZK1IP1,10158
PDZRN3,23024
PDZRN4,29951
PEA15,8682
PEAK1,79834
PEBP1,5037
PECAM1,5175
PECR,55825
PEDS1,387521
PEDS1-UBE2V1,387522
PEF1,553115
PEG10,23089
PEG3,5178
PELI1,57162
PELI2,57161
PELO,53918
PELP1,27043
PEMT,10400
PENK,5179
PEPD,5184
PER1,5187
PER2,8864
PER3,8863
PERP,64065
PES1,23481
PEX1,5189
PEX10,5192
PEX11A,8800
PEX11B,8799
PEX12,5193
PEX13,5194
PEX14,5195
PEX16,9409
PEX19,5824
PEX2,5828
PEX26,55670
PEX3,8504
PEX5,5830
PEX5L,51555
PEX6,5190
PEX7,5191
PF4,5196
PF4V1,5197
PFAS,5198
PFDN1,5201
PFDN2,5202
PFDN4,5203
PFDN5,5204
PFDN6,10471
PFKFB1,5207
PFKFB2,5208
PFKFB3,5209
PFKFB4,5210
PFKL,5211
PFKM,5213
PFKP,5214
PFN1,5216
PFN2,5217
PGAM1,5223
PGAM2,5224
PGAP1,80055
PGAP2,27315
PGAP3,93210
PGAP4,84302
PGAP6,58986
PGBD5,79605
PGC,5225
PGD,5226
PGF,5228
PGGHG,80162
PGGT1B,5229
PGK1,5230
PGK2,5232
PGLS,25796
PGLYRP1,8993
PGLYRP4,57115
PGM1,5236
PGM3,5238
PGM5,5239
PGPEP1,54858
PGR,5241
PGRMC1,10857
PGRMC2,10424
PGS1,9489
PHACTR1,221692
PHACTR2,9749
PHACTR4,65979
PHAF1,80262
PHB1,5245
PHB2,11331
PHC1,1911
PHC2,1912
PHC3,80012
PHEX,5251
PHF1,5252
PHF10,55274
PHF11,51131
PHF14,9678
PHF2,5253
PHF20,51230
PHF20L1,51105
PHF21A,51317
PHF24,23349
PHF3,23469
PHF7,51533
PHF8,23133
PHGDH,26227
PHIP,55023
PHKA1,5255
PHKA2,5256
PHKB,5257
PHKG1,5260
PHKG2,5261
PHLDA1,22822
PHLDA2,7262
PHLDA3,23612
PHLDB1,23187
PHLPP1,23239
PHLPP2,23035
PHOX2A,401
PHOX2B,8929
PHTF1,10745
PHTF2,57157
PHYH,5264
PHYHIP,9796
PI15,51050
PI3,5266
PI4K2A,55361
PI4KA,5297
PI4KB,5298
PIAS1,8554
PIAS2,9063
PIAS3,10401
PIAS4,51588
PIBF1,10464
PICALM,8301
PICK1,9463
PID1,55022
PIDD1,55367
PIERCE1,138162
PIEZO1,9780
PIEZO2,63895
PIGA,5277
PIGB,9488
PIGC,5279
PIGF,5281
PIGG,54872
PIGH,5283
PIGK,10026
PIGL,9487
PIGN,23556
PIGO,84720
PIGP,51227
PIGQ,9091
PIGR,5284
PIGT,51604
PIGV,55650
PIGZ,80235
PIH1D1,55011
