drug_id,drug_common_name,drug_target_class,drug_synonyms,drug_type,drug_mechanism_of_action
CHEMBL3989820,ZOLPIDEM TARTRATE,Ion channel,Ivadal|Myslee|Niotal|SL 80.0750-23N|SL-80.0750|SL-80.0750-23N|Stilnox|Tovalt|Zolpidem hemitartrate|Zolpidem tartrate|Zolpidem tartrate civ,Small molecule,GABA A receptor alpha-1/beta-1/gamma-2 positive allosteric modulator
CHEMBL3989830,SIBUTRAMINE HYDROCHLORIDE,Transporter,BTS 54524|BTS-54524|NSC-758928|Sibutramine hcl|Sibutramine hydrochloride|Sibutramine hydrochloride civ|Sibutramine hydrochloride hydrate|Sibutramine hydrochloride monohydrate,Small molecule,Monoamine transporter inhibitor
CHEMBL4297383,GSK-1521498,Membrane receptor,GSK1521498|Gsk-1521498|Gsk1521498,Small molecule,Mu opioid receptor antagonist
CHEMBL4297576,EFINOPEGDUTIDE,Membrane receptor,Efinopegdutida|Efinopegdutide|HM-12525A|HM12525A|JNJ-64565111|Jnj-64565111,Protein,Glucagon receptor agonist
CHEMBL4297625,LICOGLIFLOZIN,Transporter,LIK-066|LIK066|Licogliflozin|Licogliflozina|Licogliflozine|Lik066,Small molecule,Sodium/glucose cotransporter 2 inhibitor
CHEMBL4297630,COTADUTIDE,Membrane receptor,Cotadutida|Cotadutide|MEDI-0382|MEDI0382|Medi 0382|Medi0382,Protein,Glucagon-like peptide 1 receptor agonist
CHEMBL4297839,TIRZEPATIDE,Membrane receptor,LY-3298176|LY3298176|Ly3298176|Mounjaro|Tirzepatida|Tirzepatide,Protein,Glucagon-like peptide 1 receptor agonist
CHEMBL4518483,DANUGLIPRON,Membrane receptor,Danuglipron|PF-06882961|Pf-06882961,Small molecule,Glucagon-like peptide 1 receptor agonist
CHEMBL4594326,APITEGROMAB,Secreted protein,Apitegromab|SRK-015|Srk-015,Antibody,Growth/differentiation factor 8 inhibitor
CHEMBL4650470,EFPEGLENATIDE,Membrane receptor,Efpeglenatide|HM-11260C|HM11260C|Hm11260c|Langlenatide|SAR-439977|SAR439977,Protein,Glucagon-like peptide 1 receptor agonist
CHEMBL493,BROMOCRIPTINE,Membrane receptor,"2-bromo-.alpha.-ergocryptine|Bromergocryptine|Bromocriptina|Bromocriptine|CB-154|Ergocryptine, 2-bromo-|SANDOZ 15-754",Small molecule,D2-like dopamine receptor agonist
CHEMBL501,AMPHETAMINE SULFATE,Transporter,Amfetamine sulfate|Amfetamine sulphate|Amphetamine Sulfate|Amphetamine sulfate|Astedin|Benzedrine|Dl-amphetamine sulfate|Dl-amphetamine sulphate|NSC-170999,Small molecule,Norepinephrine transporter releasing agent
CHEMBL562668,OTENABANT,Membrane receptor,"CP-945,598|CP-945598|CP-945598-01|Cp-945598|Otenabant|Otenabant hydrochloride",Small molecule,Cannabinoid CB1 receptor antagonist
CHEMBL595573,MK-0557,Membrane receptor,MK-0557|MK0557|Mk-0557|Mk0557,Small molecule,Neuropeptide Y receptor type 5 antagonist
CHEMBL659,GALANTAMINE,Enzyme,(-)-galantamine|(-)-galanthamine|Galantamina|Galantamine|Galanthamine|NSC-100058|Razadyne,Small molecule,Acetylcholinesterase inhibitor
CHEMBL781,MAZINDOL,Transporter,42-548|AN-448|Magrilon|Mazildene|Mazindol|Mazindol civ|SAH-42548|Terenac,Small molecule,Monoamine transporter inhibitor
CHEMBL95889,BETAINE,Enzyme,"Abromine|Betaine|Betaine anhydrous|Betaine, anhydrous|Cystadane|FEMA NO. 4223|NSC-166511",Small molecule,Betaine-homocysteine S-methyltransferase substrate
CHEMBL1201202,FONDAPARINUX,Enzyme|Secreted protein,Fondaparinux,Oligosaccharide,Antithrombin-III activator
CHEMBL278020,NEOSTIGMINE,Enzyme,Miostin|Neostigmine|Neostigmine (cation)|Neostigmine cation|Neostigmine hydroxide|Neostigmine ion,Small molecule,Acetylcholinesterase inhibitor
CHEMBL1201207,BETAMETHASONE PHOSPHORIC ACID,Transcription factor,Betamethasone phosphate|Betamethasone phosphoric acid,Small molecule,Glucocorticoid receptor agonist
CHEMBL1077896,ROPIVACAINE,Ion channel,Ropivacaina|Ropivacaine|Ropivicaine|TLC-590|TLC590|Tlc590,Small molecule,Sodium channel alpha subunit blocker
CHEMBL1200328,DULOXETINE HYDROCHLORIDE,Transporter,Ariclaim|Duloxetine (as hydrochloride)|Duloxetine hcl|Duloxetine hydrochloride|Duloxetine mylan|LY-248686|LY-248686 HCL|LY248686 HCL|NSC-759112|Xeristar,Small molecule,Norepinephrine transporter inhibitor
CHEMBL1200609,PAROXETINE MESYLATE,Transporter,Mesafem|PO-T.MES|POT.MES|Paroxetine mesilate|Paroxetine mesylate|Paroxetine methanesulfonate|Paroxetine methanesulphonate,Small molecule,Serotonin transporter inhibitor
CHEMBL14376,ILOPERIDONE,Ion channel|Membrane receptor,HP 873|HP-873|Iloperidona|Iloperidone,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist
CHEMBL1615374,VILAZODONE HYDROCHLORIDE,Transporter,EMD 68 843|EMD-68843|SB-659746-A|SB659746-A|Vilazodone hcl|Vilazodone hydrochloride,Small molecule,Serotonin transporter inhibitor
CHEMBL1708,PAROXETINE HYDROCHLORIDE,Transporter,NSC-758654|Paroxetine HCl|Paroxetine hydrochloride|Paroxetine hydrochloride anhydrous,Small molecule,Serotonin transporter inhibitor
CHEMBL1709,SERTRALINE HYDROCHLORIDE,Transporter,"CP-51,974-1|CP-51974-1|NSC-746308|NSC-758948|Sertraline (as hydrochloride)|Sertraline hcl|Sertraline hydrochloride",Small molecule,Serotonin transporter inhibitor
CHEMBL207538,BREXANOLONE,Ion channel,Allopregnan-3.alpha.-ol-20-one|Allopregnanolone|Allotetrahydroprogesterone|Brexanolona|Brexanolone|SAGE-547|SGE-102,Small molecule,GABA-A receptor; anion channel positive allosteric modulator
CHEMBL2110730,POMAGLUMETAD METHIONIL ANHYDROUS,Membrane receptor,LY-2140023|LY2140023|Ly2140023|Pomaglumetad methionil anhydrous,Small molecule,Metabotropic glutamate receptor 2 agonist
CHEMBL244243,SRX246,Membrane receptor,Srx246,Small molecule,Vasopressin V1a receptor antagonist
CHEMBL301265,PRAMIPEXOLE,Membrane receptor,Ctc-501|NSC-760426|Pramipexol|Pramipexole|SUD-919CL2Y|SUD919CL2Y|U-98528E,Small molecule,D2-like dopamine receptor agonist
CHEMBL3188993,QUETIAPINE FUMARATE,Membrane receptor,"FK-947E|FK947E|ICI 204,636|ICI-204636|Quetiapine (as fumarate)|Quetiapine fumarate|Quetiapine hemifumarate|Utapine|ZD-5077|ZD5077|ZM 204,636|ZM-204636",Small molecule,Dopamine D2 receptor antagonist
CHEMBL669,CYCLOBENZAPRINE,Ion channel|Membrane receptor,Ciclobenzaprina|Cyclobenzaprine|Flexeril|MK-130 (AS THE BASE)|TNX-102,Small molecule,Serotonin 2a (5-HT2a) receptor antagonist
CHEMBL1370561,AMINOPHYLLINE,Enzyme,Aminofilina|Aminophylline|Aminophyllinum|Cardophyllin|Linampheta|NSC-7919|Syntophyllin|Theophyllamine|Theophylline ethylenediamine|Theophylline-ethylenediamine,Small molecule,Phosphodiesterase 4 inhibitor
CHEMBL2103849,UDENAFIL,Enzyme,DA-8159|Udenafil|Udenafilo|Zydena,Small molecule,Phosphodiesterase 5A inhibitor
CHEMBL238804,SELEXIPAG,Membrane receptor,ACT-293987|NS-304|Selexipag,Small molecule,Prostanoid IP receptor agonist
CHEMBL281398,TERBOGREL,Enzyme,BIBV 308 SE|BIBV-308-SE|BIBV-308SE|Terbogrel,Small molecule,Thromboxane-A synthase inhibitor
CHEMBL3301604,RALINEPAG,Membrane receptor,APD-811|APD811|Ralinepag,Small molecule,Prostanoid IP receptor agonist
CHEMBL3545351,AV-101,Ion channel,4-chlorokynurenine|4-cl-kyn|Av-101|J578.071C|L-4-chlorokynurenine|L-4-cl-kyn,Small molecule,Glutamate [NMDA] receptor antagonist
CHEMBL4069704,RODATRISTAT ETHYL,Enzyme,KAR-5585|KAR5585|Rodatristat ethyl,Small molecule,Tryptophan 5-hydroxylase 1 inhibitor
CHEMBL4594440,ZAMICASTAT,Enzyme,Zamicastat,Small molecule,Dopamine beta-hydroxylase inhibitor
CHEMBL4650333,SERALUTINIB,Unclassified protein|Enzyme,GB-002|GB002|Gb002|PK-10571|Seralutinib,Small molecule,Platelet-derived growth factor receptor inhibitor
CHEMBL1077,BROMFENAC,Enzyme,Bromfenac|Bromfenaco|ISV-303,Small molecule,Cyclooxygenase inhibitor
CHEMBL1308,FOMEPIZOLE,Enzyme,4-MP|4-methylpyrazole|Fomepizol|Fomepizole|NSC-760365,Small molecule,Alcohol dehydrogenase class I inhibitor
CHEMBL2108313,CONBERCEPT,Enzyme|Secreted protein,Conbercept|KH-902,Protein,Vascular endothelial growth factor A inhibitor
CHEMBL2110581,BEVASIRANIB,Enzyme|Secreted protein,Bevasiranib,Oligonucleotide,VEGF-A mRNA RNAi inhibitor
CHEMBL2141712,PALOMID-529,Enzyme|Other cytosolic protein,P-529|P529|PALOMID-529|Palomid 529|Palomid-529|SG 00529|SG-00529,Small molecule,Serine/threonine-protein kinase mTOR inhibitor
CHEMBL218490,DORZOLAMIDE,Enzyme|Unclassified protein,"Dorzolamida|Dorzolamide|Dorzolamide, trans-(-)-|MK-507|Trusopt",Small molecule,Carbonic anhydrase II inhibitor
CHEMBL253969,OSI-632,Enzyme,"CP-547,632|CP-547632|CP-632|Cp-547,632|OSI-632|Osi-632|PAN 90806|PAN-90806|PAN90806",Small molecule,Vascular endothelial growth factor receptor 2 inhibitor
CHEMBL3301576,PEGPLERANIB SODIUM,Secreted protein,E-01AJ|E-10030|E01AJ|E10030|Pegpleranib sodium|X-01E|X01E,Unknown,Platelet-derived growth factor subunit B inhibitor
CHEMBL3707357,BROLUCIZUMAB,Enzyme|Secreted protein,Brolucizumab|Brolucizumab dbll|Brolucizumab-dbll|ESBA-1008|ESBA1008|RTH-258|RTH258,Antibody,Vascular endothelial growth factor A inhibitor
CHEMBL3989689,SQUALAMINE LACTATE,Transporter,MSI-1256F|Squalamine lactate|Squalamine lactate hydrate,Small molecule,Sodium/hydrogen exchanger 3 inhibitor
CHEMBL4297684,ABICIPAR PEGOL,Enzyme|Secreted protein,AGN-150998|Abicipar pegol|Agn-150998|MP-0112|MP-0260|MP0112|Mp0112|P7FHD7AG35|Vegf-a binding darpin,Protein,Vascular endothelial growth factor A inhibitor
CHEMBL4297750,FARICIMAB,Unclassified protein,Faricimab|Faricimab svoa|Faricimab-svoa|RG7716|RG77161|RO-6867461|RO6867461|Rg-7716|Ro6867461|Vabysmo|Y8ha1i28d3,Antibody,Angiopoietin-2 inhibitor
CHEMBL4298012,TESIDOLUMAB,Secreted protein,LFG-316|LFG316|Lfg316|NOV-4|Tesidolumab,Antibody,Complement C5 binding agent
CHEMBL444929,SQUALAMINE,Transporter,Escualamina|Squalamine,Small molecule,Sodium/hydrogen exchanger 3 inhibitor
CHEMBL4594457,AL-78898A,Secreted protein,(trp(me)4)-ac-compstatin|4(1mew)|AL-78898A|Al-78898a|Compstatin analog 4(1mew)|POT-4|Pot-4,Unknown,Complement C3 inhibitor
CHEMBL4650436,AGN-211745,Enzyme|Secreted protein,AGN 211745|AGN-211745|AGN-745|Agn 211745|Agn-211745|SIRNA-027,Unknown,VEGFR1 mRNA rnai inhibitor
CHEMBL1448187,FLUPHENAZINE HYDROCHLORIDE,Membrane receptor,Anatensol|Dapotum|Fluphenazine dihydrochloride|Fluphenazine hcl|Fluphenazine hydrochloride|Fluphenazini hydrochloridum|NSC-179197|SQUIBB 4918,Small molecule,Dopamine D2 receptor antagonist
CHEMBL1743031,INDATUXIMAB RAVTANSINE,Unclassified protein,BT-062|Indatuximab ravtansina|Indatuximab ravtansine,Antibody drug conjugate,Syndecan-1 binding agent
CHEMBL1835207,APRICOXIB,Enzyme,Apricoxib|CS-706|R-109339|TG-01|TG01,Small molecule,Cyclooxygenase-2 inhibitor
CHEMBL2105712,AFATINIB DIMALEATE,Enzyme,Afatinib dimaleate|Afatinib maleate|BIBW-2992 MA2|BIBW-2992-MA2|BIBW-2992MA2|BIBW2992 MA2|BIBW2992-MA2,Small molecule,Receptor protein-tyrosine kinase erbB-2 inhibitor
CHEMBL2105729,DABRAFENIB MESYLATE,Unclassified protein|Enzyme,"Dabrafenib mesilate|Dabrafenib mesylate|GSK-2118436 METHANESULFONATE SALT|GSK-2118436B|GSK-2118436B MESYLATE|GSK-2118436B METHANESULFONATE SALT|GSK2118436B|GSK2118436B, METHANE SULFONATE SALT|METHANE SULFONATE SALT",Small molecule,Serine/threonine-protein kinase B-raf inhibitor
CHEMBL2105737,SONIDEGIB,Membrane receptor,Erismodegib|LDE 225|LDE-225|LDE225|NVP-LDE 225|NVP-LDE-225|NVP-LDE225|Sonidegib,Small molecule,Smoothened homolog inhibitor
CHEMBL2108621,MAPATUMUMAB,Membrane receptor,HGS-1012|HGS-ETR1|HGS1012|Mapatumumab|TRAIL-R 1MAB|TRAIL-R1 MAB|TRM-1|TRM-1 HGS-ETR1,Antibody,TRAIL receptor-1 agonist
CHEMBL2109357,VELIGROTUG,Enzyme,AVE-1642|AVE1642|Ave 1642|Ave-1642|Veligrotug,Antibody,Insulin-like growth factor I receptor antagonist
CHEMBL2109482,BI-505,Adhesion,BI-505|Bi-505,Antibody,Intercellular adhesion molecule-1 antagonist
CHEMBL2109484,BB-10901,Adhesion,BB-10901|Bb-10901|HUN901-DM1,Antibody,Neural cell adhesion molecule 1 binding agent
CHEMBL2158685,ABC-294640,Enzyme,ABC 294640|Abc-294640|Abc294640|Opaganib,Small molecule,Sphingosine kinase 2 inhibitor
CHEMBL2219422,AFURESERTIB,Enzyme|Unclassified protein,ASB-183|ASB183|Afuresertib|GSK-2110183|GSK-2110183C|GSK2110183|GSK2110183C|Gsk-2110183,Small molecule,Serine/threonine-protein kinase AKT inhibitor
CHEMBL235191,TACEDINALINE,Unclassified protein|Epigenetic regulator,CI-994|GOE 5549|GOE-5549|PD 123654|PD-123654|Tacedinalina|Tacedinaline,Small molecule,Histone deacetylase inhibitor
CHEMBL3545368,PANOBINOSTAT LACTATE,Unclassified protein|Epigenetic regulator,Panobinostat lactate|Panobinostat lactate anhydrous,Small molecule,Histone deacetylase inhibitor
CHEMBL3651966,LGH-447,Enzyme,LGH-447|LGH447|Lgh-447|NVP-LGH477|PIM 447|PIM-447|Pim kinase inhibitor lgh447,Small molecule,Serine/threonine-protein kinase PIM inhibitor
CHEMBL3989401,PAMIDRONATE DISODIUM,Enzyme,CGP 23339AE|CGP-23339AE|Disodium pamidronate|Pamidronate disodium|Pamidronate disodium hydrate|Pamidronate disodium pentahydrate,Small molecule,Farnesyl diphosphate synthase inhibitor
CHEMBL4297184,CIFORADENANT,Membrane receptor,CPI-444|Ciforadenant|V-81444|V81444,Small molecule,Adenosine A2a receptor antagonist
CHEMBL4297809,ELRANATAMAB,Membrane receptor,Elranatamab|PF-06863135|Pf-06863135|RN-613|RN613,Antibody,Tumor necrosis factor receptor superfamily member 17 binding agent
CHEMBL4297859,AZINTUXIZUMAB VEDOTIN,Structural protein,Abbv-838|Azintuxizumab vedotin|Azintuxizumab vedotina|Azintuxizumab vedotine,Antibody drug conjugate,Tubulin inhibitor
CHEMBL4594503,TALQUETAMAB,Membrane receptor,JNJ-63483043|JNJ-64407564|Talquetamab|Talquetamab-tgvs,Antibody,G-protein coupled receptor family C group 5 member D binding agent
CHEMBL4594505,TECLISTAMAB,Membrane receptor,BCMAxCD3|JNJ-64007957|Jnj 64007957|Teclistamab|Teclistamab cqyv|Teclistamab-cqyv,Antibody,T cell surface glycoprotein CD3 binding agent
CHEMBL4594579,FELZARTAMAB,Enzyme,Felzartamab|MOR-03087|MOR-202|MOR03087|Mor03087|Mor202|TJ-202|TJ202,Antibody,Lymphocyte differentiation antigen CD38 inhibitor
CHEMBL4802129,BALIXAFORTIDE,Membrane receptor,Balixafortida|Balixafortide|POL-6326|POL6326|Pol6326,Protein,C-X-C chemokine receptor type 4 antagonist
CHEMBL4802263,CILTACABTAGENE AUTOLEUCEL,Membrane receptor,Ciltacabtagene autoleucel|JNJ-68284528|JNJ-68284528(LCAR-B38M CAR-T cells),Gene,Tumor necrosis factor receptor superfamily member 17 binding agent
CHEMBL726,FLUPHENAZINE,Membrane receptor,Flufenazina|Fluphenazine|NSC-62323|Permitil|Prolixin,Small molecule,Dopamine D2 receptor antagonist
CHEMBL728,PROCHLORPERAZINE,Membrane receptor,Prochlorperazine|Prochlorperazine mesilate|Prochlorperazine mesylate|Proclorperazina,Small molecule,Dopamine D2 receptor antagonist
CHEMBL834,PAMIDRONIC ACID,Enzyme,Acide pamidronique|Acido pamidronico|CGP-23339AE|Pamidronate|Pamidronic Acid|Pamidronic acid|Ribodroat,Small molecule,Farnesyl diphosphate synthase inhibitor
CHEMBL997,IBANDRONIC ACID,Enzyme,Acide ibandronique|Acido ibandronico|Bondenza|Boniva|Ibandronate|Ibandronic Acid|Ibandronic acid|Ibandronic acid accord|Ibandronic acid sandoz|Ibandronic acid teva|NSC-722623,Small molecule,Farnesyl diphosphate synthase inhibitor
CHEMBL1082462,DBPR-108,Enzyme,DBPR-108|Dbpr-108|Prusogliptin,Small molecule,Dipeptidyl peptidase IV inhibitor
CHEMBL117287,PRUCALOPRIDE,Membrane receptor,Prucaloprida|Prucalopride|R-093877|R093877,Small molecule,Serotonin 4 (5-HT4) receptor agonist
CHEMBL1200569,CAFFEINE CITRATE,Membrane receptor,"Caffeine citrate|Caffeine mixture with citric acid|Caffeine, citrated|Citrated caffeine",Small molecule,Adenosine receptor antagonist
CHEMBL1201108,CONIVAPTAN HYDROCHLORIDE,Membrane receptor,CI-1025|Conivaptan hcl|Conivaptan hydrochloride|YM-087|YM087,Small molecule,Vasopressin V2 receptor antagonist
CHEMBL1201891,DEFLAZACORT,Transcription factor,Deflazacort|MDL 458|MDL-458|MDL458,Small molecule,Glucocorticoid receptor agonist
CHEMBL1651956,ALISPORIVIR,Enzyme,(d-meala)3-(etval)4-csa|Alisporivir|DEB 025|DEB-025|DEB025|DEBIO 025|DEBIO-025|DEBIO025|Debio 025|UNIL 025|UNIL-025|UNIL025,Protein,Cyclophilin A inhibitor
CHEMBL1755,CONIVAPTAN,Membrane receptor,Conivaptan,Small molecule,Vasopressin V2 receptor antagonist
CHEMBL2103822,TASIMELTEON,Membrane receptor,"BMS-214,778|BMS-214778|Tasimelteon|VEC-162",Small molecule,Melatonin receptor agonist
CHEMBL2103831,NAPROXCINOD,Enzyme,AR-P900758XX|AZD-3582|AZD3582|HCT 3012|HCT-3012|HCT3012|Naproxcinod|Naproxen-n-butyl nitrate|Nitronaproxen,Small molecule,Cyclooxygenase inhibitor
CHEMBL2103883,AVATROMBOPAG,Membrane receptor,Akr-501|Avatrombopag|E-5501|E5501|YM-301477|YM-477,Small molecule,Thrombopoietin receptor agonist
CHEMBL2104987,TEDUGLUTIDE,Membrane receptor,ALX 0600|ALX-0600|Gattex|Revestive|Teduglutida|Teduglutide|Teduglutide (rdna origin)|Teduglutide recombinant,Protein,Glucagon-like peptide 2 receptor agonist
CHEMBL2104993,VORTIOXETINE,Ion channel|Membrane receptor,LU AA21004|LU-AA21004|LUAA21004|Vortioxetina|Vortioxetine,Small molecule,Serotonin 3a (5-HT3a) receptor antagonist
CHEMBL230158,SELADELPAR,Transcription factor,MBX-8025|Mbx-8025|RWJ-800025|Seladelpar,Small molecule,Peroxisome proliferator-activated receptor delta agonist
CHEMBL2364624,PRADIGASTAT,Enzyme,LCQ-908-NXA|LCQ-908NXA|LCQ908-NXA|Lcq-908|Lcq908 - dgat-1-inhibitor|Pradigastat,Small molecule,Diacylglycerol O-acyltransferase 1 inhibitor
CHEMBL2402904,FELCISETRAG,Membrane receptor,Felcisetrag|TAK-954|TD-8954|THRX-149699|Tak-954|Td-8954,Small molecule,Serotonin 4 (5-HT4) receptor agonist
CHEMBL267495,NALFURAFINE,Membrane receptor,MT-9938|Nalfurafina|Nalfurafine,Small molecule,Kappa opioid receptor agonist
CHEMBL3099695,OSILODROSTAT,Enzyme,LCI-699-NX|LCI699-NX|Lci-699|Lci699|Osilodrostat,Small molecule,Cytochrome P450 11B1 inhibitor
CHEMBL3597971,SELTOREXANT,Membrane receptor,JNJ-42847922|MIN-202|Seltorexant,Small molecule,Orexin receptor 2 antagonist
CHEMBL3646221,VADADUSTAT,Enzyme,AKB-6548|B-506|B506|PG-1016548|PG1016548|Vadadustat,Small molecule,Egl nine homolog 3 inhibitor
CHEMBL3697617,TAVAPADON,Membrane receptor,CVL-751|Cvl-751|PF-06649751|Pf-06649751|Tavapadon,Small molecule,Dopamine D5 receptor partial agonist
CHEMBL3707395,ELAFIBRANOR,Transcription factor,Elafibranor|GFT-505|GFT505|Gft505,Small molecule,Peroxisome proliferator-activated receptor alpha agonist
CHEMBL3716552,BMS-986141,Membrane receptor,BMS-986141|Bms-986141|UDM-003183,Small molecule,Proteinase activated receptor 4 antagonist
CHEMBL395091,ESKETAMINE,Ion channel,"(-)-ketamine|Esketamina|Esketamine|Jnj-54135419|Keta-s|Ketamine, (s)-|Ketamine, s-|Ketaved|L-ketamine|S-(-)-ketamine|S-ketamine",Small molecule,Glutamate [NMDA] receptor negative allosteric modulator
CHEMBL3989948,LANABECESTAT,Enzyme,AZD-3293|AZD3293|LY-3314814|LY3314814|Lanabecestat,Small molecule,Beta-secretase 1 inhibitor
CHEMBL4072833,EVOBRUTINIB,Enzyme|Unclassified protein,Evobrutinib|M-2951|M2951|Msc-2364447c|Msc2364447c,Small molecule,Tyrosine-protein kinase BTK inhibitor
CHEMBL4279047,VORASIDENIB,Enzyme,AG-881|Ag-881|Vorasidenib,Small molecule,IDH1/IDH2 inhibitor
CHEMBL4297431,HENAGLIFLOZIN,Transporter,Henagliflozin|SHR-3824|SHR3824|Shr3824,Small molecule,Sodium/glucose cotransporter 2 inhibitor
CHEMBL4297530,SAROGLITAZAR,Transcription factor|Epigenetic regulator,Saroglitazar,Small molecule,Peroxisome proliferator-activated receptor gamma agonist
CHEMBL4297583,TEGOPRAZAN,Transporter,Cj-12420|LXI-15028|Lxi-15028|Tegoprazan,Small molecule,Potassium-transporting ATPase blocker
CHEMBL4297589,SELATOGREL,Membrane receptor,ACT-246475|Act-246475|Selatogrel,Small molecule,Purinergic receptor P2Y12 antagonist
CHEMBL4299940,MITAPIVAT,Enzyme,AG-348|Ag-348|Mitapivat|Pkr-in-1,Small molecule,Pyruvate kinase isozymes R/L activator
CHEMBL4303525,OMAVELOXOLONE,Transcription factor,Omaveloxolona|Omaveloxolone|RTA 408|RTA-408|Skyclarys,Small molecule,Nuclear factor erythroid 2-related factor 2 activator
CHEMBL4558324,LAZERTINIB,Enzyme,C-18112003-G|GNS-1480|GNS1480|JNJ-73841937-AAA|Lazertinib|YH-25448|YH25448|Yh25448,Small molecule,Epidermal growth factor receptor erbB1 inhibitor
CHEMBL4567446,CLESACOSTAT,Enzyme,Clesacostat|PF-05221304|PF05221304|Pf-05221304,Small molecule,Acetyl-CoA carboxylase inhibitor
CHEMBL4594273,ELACESTRANT HYDROCHLORIDE,Transcription factor,Elacestrant dihydrochloride|Elacestrant hydrochloride|Orserdu|RAD1901 hydrochloride,Small molecule,Estrogen receptor alpha degrader
CHEMBL4594448,IPTACOPAN,Enzyme,Iptacopan|LNP-023|LNP023|Lnp023|NVP-LNP023|NVP-LNP023-NX,Small molecule,Complement factor B inhibitor
CHEMBL4650319,MOBOCERTINIB,Enzyme,AP-32788|AP32788|Mobocertinib|TAK-788|Tak-788,Small molecule,Epidermal growth factor receptor erbB1 inhibitor
CHEMBL4650365,CAMIZESTRANT,Transcription factor,AZ-14066724|AZ14066724|AZD-9833|AZD9833|Azd9833|Camizestrant,Small molecule,Estrogen receptor alpha degrader
CHEMBL4650521,BATOPROTAFIB,Unclassified protein|Enzyme,Batoprotafib|Ptpn11 inhibitor tno155|Shp2 inhibitor tno155|TNO-155|TNO155|Tno 155|Tno-155|Tno155,Small molecule,Protein-tyrosine phosphatase 2C inhibitor
CHEMBL4650522,ORN-0829 HYDRATE,Membrane receptor,ORN-0829 HYDRATE|ORN0829 HYDRATE|Orn-0829 hydrate|Ts-142,Unknown,Orexin receptor antagonist
CHEMBL1201117,METHOCARBAMOL,Enzyme,Methocarbamol|Metocarbamol|NSC-170960,Small molecule,Carbonic anhydrase I inhibitor
CHEMBL2107777,SATAVAPTAN,Membrane receptor,SR 121463|SR 121463A|SR 121463B|SR-121463|SR-121463A|SR-121463B|SR121463B|SR121463F|Satavaptan|Satavaptan monophosphate|Satavaptan phosphate|Sr121463,Small molecule,Vasopressin V2 receptor antagonist
CHEMBL2135460,TERLIPRESSIN,Membrane receptor,Glycylpressin|Glypressin|Terlipresina|Terlipressin|Terlipressin acetate|Terlipressine,Protein,Vasopressin V2 receptor binding agent
CHEMBL2108612,IRATUMUMAB,Secreted protein,Iratumumab|MDX-060,Antibody,Tumor necrosis factor receptor superfamily member 8 other
CHEMBL3545083,RGB-286638,Other cytosolic protein|Enzyme,RGB 286638|Rgb-286638,Small molecule,Cyclin-dependent kinase 4 inhibitor
